comparison_key,reason,banner,market,year,period,product_id,product,promo_id,promo_status,forecast_incremental_cases,execution_start,execution_end,source_workbook,source_sheet,source_row,description
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDHBHC-12/500,HB HOT CHOCOLATE 12/500GR,000ITZNL0,Committed,0.0,2026-01-01,2026-01-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2378,TD Ben-Mar annual rebates Ends Jan 31
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDGB-12/5/30,GRANOLA BAR 12/5/30GR,000ITZNL0,Committed,0.0,2026-01-01,2026-01-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2379,TD Ben-Mar annual rebates Ends Jan 31
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDSSKC-6/12,SS KCOMP 6/12CT,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2382,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2383,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2384,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2385,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDRGLC-6/930,R&G LARGE CAN 6/930GR,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2386,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDIC-12/100,INSTANT COFFEE 12/100GR,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2387,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDSHHB-12/425,HOT BOWLS 12/425GR,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2388,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDHBHC-12/500,HB HOT CHOCOLATE 12/500GR,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2389,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDGB-12/5/30,GRANOLA BAR 12/5/30GR,000J3YBB7,Committed,0.0,2026-02-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2390,TD Ben-Mar annual rebates Eff Feb 1 PI
mom,Fcst Inc Cases is not positive,Dist Benmar,NA-DIST BENMAR,2026,August,TDRGLC-6/930,R&G LARGE CAN 6/930GR,000ITZ2DK,Committed,0.0,2026-09-30,2026-10-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2392,TD- Distribution BenMar Oct Bulk Buy on Wholesaler OI
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSSTA-5/14,SS TASSIMO 5/14CT,000JB0FUX,Closed,0.0,2026-01-01,2026-01-05,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2394,TD Price Drop Week 50-53 Pt2
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDIC-12/100,INSTANT COFFEE 12/100GR,000JB0FUX,Closed,0.0,2026-01-01,2026-01-05,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2395,TD Price Drop Week 50-53 Pt2
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSHHB-12/425,HOT BOWLS 12/425GR,000JB0FUX,Closed,0.0,2026-01-01,2026-01-05,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2396,TD Price Drop Week 50-53 Pt2
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320923707,TDL COFFEE FINE/DARK 1/2 DRP 126/1 EA,000J433WO,Committed,0.0,2026-02-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2406,TD FCL 15% OI Disp Eff. Feb 1
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSSKC-16/30,SS KCOMP 16/30CT,000J433WO,Committed,0.0,2026-02-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2407,TD FCL 15% OI Disp Eff. Feb 1
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSSKC-145/30,SS KCOMP 145/30CT,000J433WO,Committed,0.0,2026-02-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2408,TD FCL 15% OI Disp Eff. Feb 1
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSHSP-288/540,SOUPS 288/540ML,000J433WO,Committed,0.0,2026-02-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2409,TD FCL 15% OI Disp Eff. Feb 1
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSHHB-12/425,HOT BOWLS 12/425GR,000J6OUU6,Committed,0.0,2026-04-16,2026-05-06,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2432,TD PRICE DROP 516   - CHILE
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSSKC-16/30,SS KCOMP 16/30CT,000JCUO5D,Closed,0.0,2026-04-20,2026-05-10,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2437,TD FCL Temp Additional OI 16/30
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320911393,TDL KCUP TEA SS 6/12 CT,000ITP8SQ,Committed,0.0,2026-05-07,2026-05-27,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2439,TD Price Drop wk 19 HC10ct 12ct ncomp FVC Tass
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320911274,TDL VARIETY KCUP SS 4/30 CT,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2460,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320911273,TDL ORIGINAL KCUP SS 4/30 CT,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2462,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320912574,TDL KCUP ORANGE PEKOE TEA 4/30 CT,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2464,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320914562,TDL KCUP FRENCH VANILLA 4/30 CT,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2466,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320911277,TDL DECAF KCUP SS 4/30 CT,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2468,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320911276,TDL DARK ROAST KCUP SS 4/30 CT,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2470,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,6320911275,TDL COLOMBIAN KCUP SS 4/30 CT,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2472,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSSKCC-4/24,SS KCOMP CAP 4/24CT,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2476,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDRGLC-6/930,R&G LARGE CAN 6/930GR,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2478,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDRGLB-6/2,R&G LARGE BAG 6/2LB,000ITPAQT,Committed,0.0,2026-07-02,2026-07-08,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2480,TD WK 27 Flyer Tins 2lb 4/30ct 4/24ct FVC 6/640g
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ITPAS7,Committed,0.0,2026-07-16,2026-07-22,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2484,TD WK 29 Flyer Soup 540ML
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000ITPAVG,Committed,0.0,2026-08-13,2026-09-16,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2496,TD WK 34-38 BTS Large tin
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ITPAUT,Committed,0.0,2026-08-13,2026-09-16,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2500,TD BTS WK 33-37 Flyer Soup
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ITPAUT,Committed,0.0,2026-08-13,2026-09-16,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2501,TD BTS WK 33-37 Flyer Soup
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000ITP7VJ,Planned,0.0,2026-09-24,2026-10-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2527,TD RETAIL DISPLAY 540
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDRGLC-6/930,R&G LARGE CAN 6/930GR,000ITP7VJ,Planned,0.0,2026-09-24,2026-10-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2530,TD RETAIL DISPLAY 540
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDRGLB-6/2,R&G LARGE BAG 6/2LB,000ITP7VJ,Planned,0.0,2026-09-24,2026-10-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2533,TD RETAIL DISPLAY 540
mom,Fcst Inc Cases is not positive,Fed Coop,NA-FED CO-OP,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ITP70B,Planned,0.0,2026-12-03,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2569,TD WK 46-1 FESTIVE - Soups
mom,Fcst Inc Cases is not positive,FKK Wholesale,NA-FKK WHSL,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000JAM6UZ,Closed,0.0,2026-03-25,2026-04-10,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2572,TD - FKK Wholesaler bulk buy OI
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSHHB-12/425,HOT BOWLS 12/425GR,000ITPJ35,Committed,0.0,2026-01-01,2026-06-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2592,TD GT East/West cost Gap Chili
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDNC-10/10,NCOMP 10/10CT,000J2UO1K,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2594,TD NESPRESSO OFF INVOICE
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ITPH27,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2596,TD GT East/West cost Gap Soup
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSHSP-12/400,SOUPS 12/400ML,000ITPBW2,Closed,0.0,2026-01-07,2026-01-13,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2601,TD GT January  SOUP Flyer
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/12,SS KCOMP 6/12CT,000ITPGSV,Closed,0.0,2026-02-01,2026-02-28,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2611,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/10,SS KCOMP 6/10CT,000ITPGSV,Closed,0.0,2026-02-01,2026-02-28,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2612,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000ITPGSV,Closed,0.0,2026-02-01,2026-02-28,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2613,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ITPGSV,Closed,0.0,2026-02-01,2026-02-28,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2614,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGLC-6/930,R&G LARGE CAN 6/930GR,000ITPGSV,Closed,0.0,2026-02-01,2026-02-28,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2615,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDIC-12/100,INSTANT COFFEE 12/100GR,000ITPGSV,Closed,0.0,2026-02-01,2026-02-28,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2616,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/12,SS KCOMP 6/12CT,000ITPI9K,Closed,0.0,2026-02-02,2026-03-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2622,TD GIANT TIGER PRICE INCREASE PROTECTION
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/10,SS KCOMP 6/10CT,000ITPI9K,Closed,0.0,2026-02-02,2026-03-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2623,TD GIANT TIGER PRICE INCREASE PROTECTION
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000ITPI9K,Closed,0.0,2026-02-02,2026-03-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2624,TD GIANT TIGER PRICE INCREASE PROTECTION
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ITPI9K,Closed,0.0,2026-02-02,2026-03-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2625,TD GIANT TIGER PRICE INCREASE PROTECTION
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ITPI9K,Closed,0.0,2026-02-02,2026-03-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2626,TD GIANT TIGER PRICE INCREASE PROTECTION
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,6320916881,TDL DOUBLE DOUBLE PACKET 5/8 EA,000ITPH5L,Committed,0.0,2026-03-02,2026-04-05,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2631,TD GT HOT CHOCOLATE/SS KCOMP 6/12CT March ISF
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,6320915305,TDL CAPPUCCINO FRENCH VAN PACKET 5/8 EA,000ITPH5L,Committed,0.0,2026-03-02,2026-04-05,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2632,TD GT HOT CHOCOLATE/SS KCOMP 6/12CT March ISF
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,6320920264,TDL CANDY CANE HOT CHOCOLATE 12/450 GR,000ITPH5L,Committed,0.0,2026-03-02,2026-04-05,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2633,TD GT HOT CHOCOLATE/SS KCOMP 6/12CT March ISF
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDHBHC-12/450,HB HOT CHOCOLATE 12/450GR,000ITPH5L,Committed,0.0,2026-03-02,2026-04-05,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2639,TD GT HOT CHOCOLATE/SS KCOMP 6/12CT March ISF
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/12,SS KCOMP 6/12CT,000ITPICX,Closed,0.0,2026-03-01,2026-03-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2641,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/10,SS KCOMP 6/10CT,000ITPICX,Closed,0.0,2026-03-01,2026-03-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2642,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000ITPICX,Closed,0.0,2026-03-01,2026-03-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2643,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ITPICX,Closed,0.0,2026-03-01,2026-03-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2644,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGLC-6/930,R&G LARGE CAN 6/930GR,000ITPICX,Closed,0.0,2026-03-01,2026-03-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2645,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDIC-12/100,INSTANT COFFEE 12/100GR,000ITPICX,Closed,0.0,2026-03-01,2026-03-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2646,TD Giant Tiger Monthly promotion
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/12,SS KCOMP 6/12CT,000ITPIYP,Committed,0.0,2026-04-01,2026-06-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2651,TD Giant Tiger Ongoing BB (was Monthly Promo)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000ITPIYP,Committed,0.0,2026-04-01,2026-06-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2652,TD Giant Tiger Ongoing BB (was Monthly Promo)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ITPIYP,Committed,0.0,2026-04-01,2026-06-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2653,TD Giant Tiger Ongoing BB (was Monthly Promo)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGLC-6/930,R&G LARGE CAN 6/930GR,000ITPIYP,Committed,0.0,2026-04-01,2026-06-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2654,TD Giant Tiger Ongoing BB (was Monthly Promo)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,6320912138,TDL ORIGINAL COFFEE DISPLAY 48/300 GR,000J3YBAN,Committed,0.0,2026-06-01,2026-06-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2666,TD GIANT TIGER TIMBITS SOCCER
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSHHB-12/425,HOT BOWLS 12/425GR,000JE19WN,Committed,0.0,2026-05-18,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2668,TD GT East/West cost Gap Chili
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/12,SS KCOMP 6/12CT,000ITPGR2,Committed,0.0,2026-07-01,2026-09-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2685,TD Giant Tiger Ongoing BB (was Monthly)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000ITPGR2,Committed,0.0,2026-07-01,2026-09-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2686,TD Giant Tiger Ongoing BB (was Monthly)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ITPGR2,Committed,0.0,2026-07-01,2026-09-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2687,TD Giant Tiger Ongoing BB (was Monthly)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGLC-6/930,R&G LARGE CAN 6/930GR,000ITPGR2,Committed,0.0,2026-07-01,2026-09-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2688,TD Giant Tiger Ongoing BB (was Monthly)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,6320913827,TDL CN/COB/CR SOUP 1/2 DRP 192/540 ML,000ITPGP0,Committed,0.0,2026-08-12,2026-08-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2694,TD Soup September Flyer
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDHBHC-12/450,HB HOT CHOCOLATE 12/450GR,000ITPJJ7,Planned,0.0,2026-10-01,2026-10-20,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2719,TD GT Hot Chocolat October ISF
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-6/12,SS KCOMP 6/12CT,000ITPGRZ,Committed,0.0,2026-10-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2721,TD Giant Tiger Ongoing BB (was Monthly)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDSSKC-4/30,SS KCOMP 4/30CT,000ITPGRZ,Committed,0.0,2026-10-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2722,TD Giant Tiger Ongoing BB (was Monthly)
mom,Fcst Inc Cases is not positive,Giant Tiger,NA-GIANT TIGER,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ITPGRZ,Committed,0.0,2026-10-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,2723,TD Giant Tiger Ongoing BB (was Monthly)
